Name,SMILES,Stereo_tag,Metal_Name,Metal_SMILES,Ligand_Name,Ligand_SMILES,Diazo_Name,Diazo_SMILES
M4_L1_D1,[Cu+].CC(C)[C@H]1COC(C(C)(C)C2=N[C@@H](C(C)C)CO2)=N1.COC(=O)C(=[N+]=[N-])c1ccccc1,0,M4,[Cu+],L1,CC(C)[C@H]1COC(C(C)(C)C2=N[C@@H](C(C)C)CO2)=N1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L2_D1,[Cu+].CC(C)(C1=N[C@@H](c2ccccc2)CO1)C1=N[C@@H](c2ccccc2)CO1.COC(=O)C(=[N+]=[N-])c1ccccc1,0,M4,[Cu+],L2,CC(C)(C1=N[C@@H](c2ccccc2)CO1)C1=N[C@@H](c2ccccc2)CO1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L3_D1,[Cu+].CC(C)C[C@H]1COC(C(C#N)C2=N[C@@H](CC(C)C)CO2)=N1.COC(=O)C(=[N+]=[N-])c1ccccc1,0,M4,[Cu+],L3,CC(C)C[C@H]1COC(C(C#N)C2=N[C@@H](CC(C)C)CO2)=N1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L4_D1,[Cu+].CC(C)[C@@H]1COC(c2cccc(C3=N[C@H](C(C)C)CO3)n2)=N1.COC(=O)C(=[N+]=[N-])c1ccccc1,0,M4,[Cu+],L4,CC(C)[C@@H]1COC(c2cccc(C3=N[C@H](C(C)C)CO3)n2)=N1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L5_D1,[Cu+].CC[C@@H]1CC[C@@H](CC)P1c1ccccc1P1[C@H](CC)CC[C@H]1CC.COC(=O)C(=[N+]=[N-])c1ccccc1,0,M4,[Cu+],L5,CC[C@@H]1CC[C@@H](CC)P1c1ccccc1P1[C@H](CC)CC[C@H]1CC,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L6_D1,[Cu+].c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L6,c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L7_D1,[Cu+].CC(C)[C@H]1COC(c2cccc(C3=N[C@@H](C(C)C)CO3)n2)=N1.COC(=O)C(=[N+]=[N-])c1ccccc1,0,M4,[Cu+],L7,CC(C)[C@H]1COC(c2cccc(C3=N[C@@H](C(C)C)CO3)n2)=N1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L8_D1,[Cu+].c1ccc([C@H]2COC(c3ccc4ccccc4c3-c3c(C4=N[C@@H](c5ccccc5)CO4)ccc4ccccc34)=N2)cc1.COC(=O)C(=[N+]=[N-])c1ccccc1,1,M4,[Cu+],L8,c1ccc([C@H]2COC(c3ccc4ccccc4c3-c3c(C4=N[C@@H](c5ccccc5)CO4)ccc4ccccc34)=N2)cc1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L9_D1,[Cu+].c1ccc([C@H]2COC(c3ccc4ccccc4c3-c3c(C4=N[C@@H](c5ccccc5)CO4)ccc4ccccc34)=N2)cc1.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L9,c1ccc([C@H]2COC(c3ccc4ccccc4c3-c3c(C4=N[C@@H](c5ccccc5)CO4)ccc4ccccc34)=N2)cc1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L10_D1,[Cu+].c1ccc([C@H]2COC(c3cccc4c3C3(CC4)CCc4cccc(C5=N[C@@H](c6ccccc6)CO5)c43)=N2)cc1.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L10,c1ccc([C@H]2COC(c3cccc4c3C3(CC4)CCc4cccc(C5=N[C@@H](c6ccccc6)CO5)c43)=N2)cc1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L11_D1,[Cu+].c1ccc(C[C@H]2COC(c3cccc4c3C3(CC4)CCc4cccc(C5=N[C@@H](Cc6ccccc6)CO5)c43)=N2)cc1.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L11,c1ccc(C[C@H]2COC(c3cccc4c3C3(CC4)CCc4cccc(C5=N[C@@H](Cc6ccccc6)CO5)c43)=N2)cc1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L12_D1,[Cu+].CC(C)[C@H]1COC(c2cccc3c2C2(CC3)CCc3cccc(C4=N[C@@H](C(C)C)CO4)c32)=N1.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L12,CC(C)[C@H]1COC(c2cccc3c2C2(CC3)CCc3cccc(C4=N[C@@H](C(C)C)CO4)c32)=N1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L13_D1,[Cu+].CC(C)(C)[C@H]1COC(c2cccc3c2C2(CC3)CCc3cccc(C4=N[C@@H](C(C)(C)C)CO4)c32)=N1.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L13,CC(C)(C)[C@H]1COC(c2cccc3c2C2(CC3)CCc3cccc(C4=N[C@@H](C(C)(C)C)CO4)c32)=N1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L14_D1,[Cu+].c1ccc([C@H]2COC(c3cccc4c3C3(CC4)CCc4cccc(C5=N[C@@H](c6ccccc6)CO5)c43)=N2)cc1.COC(=O)C(=[N+]=[N-])c1ccccc1,1,M4,[Cu+],L14,c1ccc([C@H]2COC(c3cccc4c3C3(CC4)CCc4cccc(C5=N[C@@H](c6ccccc6)CO5)c43)=N2)cc1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L15_D1,[Cu+].CC(C)(C1=N[C@H](C(C)(C)C)CO1)C1=N[C@H](C(C)(C)C)CO1.COC(=O)C(=[N+]=[N-])c1ccccc1,0,M4,[Cu+],L15,CC(C)(C1=N[C@H](C(C)(C)C)CO1)C1=N[C@H](C(C)(C)C)CO1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L16_D1,[Cu+].c1cc2c(c(C3=NCCO3)c1)C1(CC2)CCc2cccc(C3=NCCO3)c21.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L16,c1cc2c(c(C3=NCCO3)c1)C1(CC2)CCc2cccc(C3=NCCO3)c21,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L17_D1,[Cu+].c1ccc([C@H]2COC(c3cccc(C4=N[C@@H](c5ccccc5)CO4)n3)=N2)cc1.COC(=O)C(=[N+]=[N-])c1ccccc1,0,M4,[Cu+],L17,c1ccc([C@H]2COC(c3cccc(C4=N[C@@H](c5ccccc5)CO4)n3)=N2)cc1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L18_D1,[Cu+].CC(C)(C1=N[C@@H](C(C)(C)C)CO1)C1=N[C@@H](C(C)(C)C)CO1.COC(=O)C(=[N+]=[N-])c1ccccc1,0,M4,[Cu+],L18,CC(C)(C1=N[C@@H](C(C)(C)C)CO1)C1=N[C@@H](C(C)(C)C)CO1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L19_D1,[Cu+].CC(C)(C)P(c1ccccc1[C@H]1N(c2ccccc2)C(=O)[C@@H]2Cc3ccccc3N21)C(C)(C)C.COC(=O)C(=[N+]=[N-])c1ccccc1,0,M4,[Cu+],L19,CC(C)(C)P(c1ccccc1[C@H]1N(c2ccccc2)C(=O)[C@@H]2Cc3ccccc3N21)C(C)(C)C,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L20_D1,[Cu+].c1ccc([C@@H]2COC([C@H]3[C@H]4c5ccccc5[C@H](c5ccccc54)[C@@H]3C3=N[C@H](c4ccccc4)CO3)=N2)cc1.COC(=O)C(=[N+]=[N-])c1ccccc1,0,M4,[Cu+],L20,c1ccc([C@@H]2COC([C@H]3[C@H]4c5ccccc5[C@H](c5ccccc54)[C@@H]3C3=N[C@H](c4ccccc4)CO3)=N2)cc1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L21_D1,[Cu+].CC(C)C[C@@H]1COC([C@H]2[C@H]3c4ccccc4[C@H](c4ccccc43)[C@@H]2C2=N[C@H](CC(C)C)CO2)=N1.COC(=O)C(=[N+]=[N-])c1ccccc1,0,M4,[Cu+],L21,CC(C)C[C@@H]1COC([C@H]2[C@H]3c4ccccc4[C@H](c4ccccc43)[C@@H]2C2=N[C@H](CC(C)C)CO2)=N1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L22_D1,[Cu+].CC(C)(C)[C@H]1COC([C@@H]2[C@H]3c4ccccc4[C@H](c4ccccc43)[C@H]2C2=N[C@@H](C(C)(C)C)CO2)=N1.COC(=O)C(=[N+]=[N-])c1ccccc1,0,M4,[Cu+],L22,CC(C)(C)[C@H]1COC([C@@H]2[C@H]3c4ccccc4[C@H](c4ccccc43)[C@H]2C2=N[C@@H](C(C)(C)C)CO2)=N1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L23_D1,[Cu+].C[C@@H]1C[Si]2(C[C@@H](C)c3cccc(C4=N[C@@H](Cc5ccccc5)CO4)c32)c2c(C3=N[C@@H](Cc4ccccc4)CO3)cccc21.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L23,C[C@@H]1C[Si]2(C[C@@H](C)c3cccc(C4=N[C@@H](Cc5ccccc5)CO4)c32)c2c(C3=N[C@@H](Cc4ccccc4)CO3)cccc21,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L24_D1,[Cu+].C[C@@H]1Oc2cccnc2-c2ncccc2O[C@H]1C.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L24,C[C@@H]1Oc2cccnc2-c2ncccc2O[C@H]1C,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L25_D1,[Cu+].C[C@H]1CC[C@H](C)Oc2cccnc2-c2ncccc2O1.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L25,C[C@H]1CC[C@H](C)Oc2cccnc2-c2ncccc2O1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L26_D1,[Cu+].C[C@H]1C[C@H](C)Oc2cccnc2-c2ncccc2O1.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L26,C[C@H]1C[C@H](C)Oc2cccnc2-c2ncccc2O1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L27_D1,[Cu+].c1ccc2c3c(ccc2c1)Cn1c(nc2ccccc21)-c1nc2ccccc2n1Cc1ccc2ccccc2c1-3.COC(=O)C(=[N+]=[N-])c1ccccc1,1,M4,[Cu+],L27,c1ccc2c3c(ccc2c1)Cn1c(nc2ccccc21)-c1nc2ccccc2n1Cc1ccc2ccccc2c1-3,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L28_D1,[Cu+].c1ccc(-c2cc3ccccc3c3c2Cn2ccnc2-c2nccn2Cc2c(-c4ccccc4)cc4ccccc4c2-3)cc1.COC(=O)C(=[N+]=[N-])c1ccccc1,1,M4,[Cu+],L28,c1ccc(-c2cc3ccccc3c3c2Cn2ccnc2-c2nccn2Cc2c(-c4ccccc4)cc4ccccc4c2-3)cc1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L29_D1,[Cu+].Fc1ccc(-c2cc3ccccc3c3c2Cn2ccnc2-c2nccn2Cc2c(-c4ccc(F)cc4)cc4ccccc4c2-3)cc1.COC(=O)C(=[N+]=[N-])c1ccccc1,1,M4,[Cu+],L29,Fc1ccc(-c2cc3ccccc3c3c2Cn2ccnc2-c2nccn2Cc2c(-c4ccc(F)cc4)cc4ccccc4c2-3)cc1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L30_D1,[Cu+].c1ccc(-c2cc(-c3ccccc3)cc(-c3cc4ccccc4c4c3Cn3ccnc3-c3nccn3Cc3c(-c5cc(-c6ccccc6)cc(-c6ccccc6)c5)cc5ccccc5c3-4)c2)cc1.COC(=O)C(=[N+]=[N-])c1ccccc1,1,M4,[Cu+],L30,c1ccc(-c2cc(-c3ccccc3)cc(-c3cc4ccccc4c4c3Cn3ccnc3-c3nccn3Cc3c(-c5cc(-c6ccccc6)cc(-c6ccccc6)c5)cc5ccccc5c3-4)c2)cc1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L31_D1,[Cu+].Fc1cc(-c2cc3ccccc3c3c2Cn2ccnc2-c2nccn2Cc2c(-c4cc(F)c(F)c(F)c4)cc4ccccc4c2-3)cc(F)c1F.COC(=O)C(=[N+]=[N-])c1ccccc1,1,M4,[Cu+],L31,Fc1cc(-c2cc3ccccc3c3c2Cn2ccnc2-c2nccn2Cc2c(-c4cc(F)c(F)c(F)c4)cc4ccccc4c2-3)cc(F)c1F,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L32_D1,[Cu+].c1ccc2cc(-c3cc4ccccc4c4c3Cn3ccnc3-c3nccn3Cc3c(-c5ccc6ccccc6c5)cc5ccccc5c3-4)ccc2c1.COC(=O)C(=[N+]=[N-])c1ccccc1,1,M4,[Cu+],L32,c1ccc2cc(-c3cc4ccccc4c4c3Cn3ccnc3-c3nccn3Cc3c(-c5ccc6ccccc6c5)cc5ccccc5c3-4)ccc2c1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L33_D1,[Cu+].CC(C)[C@H]1COC(c2ccccc2P(c2ccccc2)c2ccccc2)=N1.COC(=O)C(=[N+]=[N-])c1ccccc1,0,M4,[Cu+],L33,CC(C)[C@H]1COC(c2ccccc2P(c2ccccc2)c2ccccc2)=N1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L34_D1,[Cu+].O=C1N[C@@H](c2cc3ccccc3c(-c3c(O)c([C@@H]4NC(=O)[C@@H]5CCC[N@+]54[O-])cc4ccccc34)c2O)[N@+]2([O-])CCC[C@@H]12.COC(=O)C(=[N+]=[N-])c1ccccc1,1,M4,[Cu+],L34,O=C1N[C@@H](c2cc3ccccc3c(-c3c(O)c([C@@H]4NC(=O)[C@@H]5CCC[N@+]54[O-])cc4ccccc34)c2O)[N@+]2([O-])CCC[C@@H]12,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L35_D1,[Cu+].O=C1N[C@@H](c2cc3ccccc3c(-c3c(O)c([C@@H]4NC(=O)[C@@H]5CCCN54)cc4ccccc34)c2O)N2CCC[C@@H]12.COC(=O)C(=[N+]=[N-])c1ccccc1,1,M4,[Cu+],L35,O=C1N[C@@H](c2cc3ccccc3c(-c3c(O)c([C@@H]4NC(=O)[C@@H]5CCCN54)cc4ccccc34)c2O)N2CCC[C@@H]12,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L36_D1,[Cu+].O=C1N[C@H](c2cc3ccccc3c(-c3c(O)c([C@H]4NC(=O)[C@@H]5CCCN45)cc4ccccc34)c2O)N2CCC[C@@H]12.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L36,O=C1N[C@H](c2cc3ccccc3c(-c3c(O)c([C@H]4NC(=O)[C@@H]5CCCN45)cc4ccccc34)c2O)N2CCC[C@@H]12,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L37_D1,[Cu+].O=C1N[C@H](c2cc3c(c(-c4c(O)c([C@H]5NC(=O)[C@@H]6CCCN56)cc5c4CCCC5)c2O)CCCC3)N2CCC[C@@H]12.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L37,O=C1N[C@H](c2cc3c(c(-c4c(O)c([C@H]5NC(=O)[C@@H]6CCCN56)cc5c4CCCC5)c2O)CCCC3)N2CCC[C@@H]12,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L38_D1,[Cu+].COCOc1c([C@H]2NC(=O)[C@@H]3CCCN23)cc2ccccc2c1-c1c(OCOC)c([C@H]2NC(=O)[C@@H]3CCCN23)cc2ccccc12.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L38,COCOc1c([C@H]2NC(=O)[C@@H]3CCCN23)cc2ccccc2c1-c1c(OCOC)c([C@H]2NC(=O)[C@@H]3CCCN23)cc2ccccc12,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L39_D1,[Cu+].O=C1N[C@H](c2cccc([C@H]3NC(=O)[C@@H]4CCCN34)c2)N2CCC[C@@H]12.COC(=O)C(=[N+]=[N-])c1ccccc1,0,M4,[Cu+],L39,O=C1N[C@H](c2cccc([C@H]3NC(=O)[C@@H]4CCCN34)c2)N2CCC[C@@H]12,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L40_D1,[Cu+].C[C@@H](c1ccccc1)N(C)Cc1cc2ccccc2c(-c2c(O)c(CN(C)[C@@H](C)c3ccccc3)cc3ccccc23)c1O.COC(=O)C(=[N+]=[N-])c1ccccc1,1,M4,[Cu+],L40,C[C@@H](c1ccccc1)N(C)Cc1cc2ccccc2c(-c2c(O)c(CN(C)[C@@H](C)c3ccccc3)cc3ccccc23)c1O,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L41_D1,[Cu+].C[C@@H](c1ccccc1)N(C)Cc1cc2ccccc2c(-c2c(O)c(CN(C)[C@@H](C)c3ccccc3)cc3ccccc23)c1O.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L41,C[C@@H](c1ccccc1)N(C)Cc1cc2ccccc2c(-c2c(O)c(CN(C)[C@@H](C)c3ccccc3)cc3ccccc23)c1O,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L42_D1,[Cu+].CC[C@H](C)[C@H]1COC(c2cccc3c2[Si]2(CC3)CCc3cccc(C4=N[C@@H]([C@@H](C)CC)CO4)c32)=N1.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L42,CC[C@H](C)[C@H]1COC(c2cccc3c2[Si]2(CC3)CCc3cccc(C4=N[C@@H]([C@@H](C)CC)CO4)c32)=N1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L43_D1,[Cu+].Clc1cccc(Cl)c1/C=N/[C@@H]1CCCC[C@H]1/N=C/c1c(Cl)cccc1Cl.COC(=O)C(=[N+]=[N-])c1ccccc1,0,M4,[Cu+],L43,Clc1cccc(Cl)c1/C=N/[C@@H]1CCCC[C@H]1/N=C/c1c(Cl)cccc1Cl,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L44_D1,[Cu+].CC(CC1=N[C@H]2c3ccccc3C[C@H]2O1)(C1=N[C@H]2c3ccccc3C[C@H]2O1)C1=N[C@H]2c3ccccc3C[C@H]2O1.COC(=O)C(=[N+]=[N-])c1ccccc1,0,M4,[Cu+],L44,CC(CC1=N[C@H]2c3ccccc3C[C@H]2O1)(C1=N[C@H]2c3ccccc3C[C@H]2O1)C1=N[C@H]2c3ccccc3C[C@H]2O1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L45_D1,[Cu+].c1ccc(C[C@H]2COC(c3cccc4c3C3(CC4)CCc4cccc(C5=N[C@@H](Cc6ccccc6)CO5)c43)=N2)cc1.COC(=O)C(=[N+]=[N-])c1ccccc1,1,M4,[Cu+],L45,c1ccc(C[C@H]2COC(c3cccc4c3C3(CC4)CCc4cccc(C5=N[C@@H](Cc6ccccc6)CO5)c43)=N2)cc1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L46_D1,[Cu+].CC(C)[C@H]1COC(c2cccc3c2C2(CC3)CCc3cccc(C4=N[C@@H](C(C)C)CO4)c32)=N1.COC(=O)C(=[N+]=[N-])c1ccccc1,1,M4,[Cu+],L46,CC(C)[C@H]1COC(c2cccc3c2C2(CC3)CCc3cccc(C4=N[C@@H](C(C)C)CO4)c32)=N1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L47_D1,[Cu+].CC(C)(C)[C@H]1COC(c2cccc3c2C2(CC3)CCc3cccc(C4=N[C@@H](C(C)(C)C)CO4)c32)=N1.COC(=O)C(=[N+]=[N-])c1ccccc1,1,M4,[Cu+],L47,CC(C)(C)[C@H]1COC(c2cccc3c2C2(CC3)CCc3cccc(C4=N[C@@H](C(C)(C)C)CO4)c32)=N1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L48_D1,[Cu+].C[C@@H]1C[Si]2(C[C@@H](C)c3cccc(C4=N[C@@H](c5ccccc5)CO4)c32)c2c(C3=N[C@@H](c4ccccc4)CO3)cccc21.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L48,C[C@@H]1C[Si]2(C[C@@H](C)c3cccc(C4=N[C@@H](c5ccccc5)CO4)c32)c2c(C3=N[C@@H](c4ccccc4)CO3)cccc21,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L49_D1,[Cu+].C[C@@H]1C[Si]2(C[C@@H](C)c3cccc(C4=N[C@H](c5ccccc5)CO4)c32)c2c(C3=N[C@H](c4ccccc4)CO3)cccc21.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L49,C[C@@H]1C[Si]2(C[C@@H](C)c3cccc(C4=N[C@H](c5ccccc5)CO4)c32)c2c(C3=N[C@H](c4ccccc4)CO3)cccc21,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
