Name,SMILES,Stereo_tag,Metal_Name,Metal_SMILES,Ligand_Name,Ligand_SMILES,Diazo_Name,Diazo_SMILES
M4_L99_D1,[Cu+].c1ccc(-c2cc(-c3ccccc3)cc(-c3cc4ccccc4c4c3Cn3ccnc3-c3nccn3Cc3c(-c5cc(-c6ccccc6)cc(-c6ccccc6)c5)cc5ccccc5c3-4)c2)cc1.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L99,c1ccc(-c2cc(-c3ccccc3)cc(-c3cc4ccccc4c4c3Cn3ccnc3-c3nccn3Cc3c(-c5cc(-c6ccccc6)cc(-c6ccccc6)c5)cc5ccccc5c3-4)c2)cc1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L100_D1,[Cu+].Fc1cc(-c2cc3ccccc3c3c2Cn2ccnc2-c2nccn2Cc2c(-c4cc(F)c(F)c(F)c4)cc4ccccc4c2-3)cc(F)c1F.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L100,Fc1cc(-c2cc3ccccc3c3c2Cn2ccnc2-c2nccn2Cc2c(-c4cc(F)c(F)c(F)c4)cc4ccccc4c2-3)cc(F)c1F,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L101_D1,[Cu+].c1ccc2cc(-c3cc4ccccc4c4c3Cn3ccnc3-c3nccn3Cc3c(-c5ccc6ccccc6c5)cc5ccccc5c3-4)ccc2c1.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L101,c1ccc2cc(-c3cc4ccccc4c4c3Cn3ccnc3-c3nccn3Cc3c(-c5ccc6ccccc6c5)cc5ccccc5c3-4)ccc2c1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L102_D1,[Cu+].O=C1N[C@H](c2cc3ccccc3c(-c3c(O)c([C@H]4NC(=O)[C@H]5CCC[N@@+]54[O-])cc4ccccc34)c2O)[N@@+]2([O-])CCC[C@H]12.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L102,O=C1N[C@H](c2cc3ccccc3c(-c3c(O)c([C@H]4NC(=O)[C@H]5CCC[N@@+]54[O-])cc4ccccc34)c2O)[N@@+]2([O-])CCC[C@H]12,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L103_D1,[Cu+].O=C1N[C@H](c2cc3ccccc3c(-c3c(O)c([C@H]4NC(=O)[C@H]5CCCN54)cc4ccccc34)c2O)N2CCC[C@H]12.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L103,O=C1N[C@H](c2cc3ccccc3c(-c3c(O)c([C@H]4NC(=O)[C@H]5CCCN54)cc4ccccc34)c2O)N2CCC[C@H]12,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L104_D1,[Cu+].O=C1N[C@@H](c2cc3ccccc3c(-c3c(O)c([C@@H]4NC(=O)[C@H]5CCCN54)cc4ccccc34)c2O)N2CCC[C@H]12.COC(=O)C(=[N+]=[N-])c1ccccc1,1,M4,[Cu+],L104,O=C1N[C@@H](c2cc3ccccc3c(-c3c(O)c([C@@H]4NC(=O)[C@H]5CCCN54)cc4ccccc34)c2O)N2CCC[C@H]12,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L105_D1,[Cu+].O=C1N[C@@H](c2cc3c(c(-c4c(O)c([C@@H]5NC(=O)[C@H]6CCCN65)cc5c4CCCC5)c2O)CCCC3)N2CCC[C@H]12.COC(=O)C(=[N+]=[N-])c1ccccc1,1,M4,[Cu+],L105,O=C1N[C@@H](c2cc3c(c(-c4c(O)c([C@@H]5NC(=O)[C@H]6CCCN65)cc5c4CCCC5)c2O)CCCC3)N2CCC[C@H]12,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L106_D1,[Cu+].COCOc1c([C@@H]2NC(=O)[C@H]3CCCN32)cc2ccccc2c1-c1c(OCOC)c([C@@H]2NC(=O)[C@H]3CCCN32)cc2ccccc12.COC(=O)C(=[N+]=[N-])c1ccccc1,1,M4,[Cu+],L106,COCOc1c([C@@H]2NC(=O)[C@H]3CCCN32)cc2ccccc2c1-c1c(OCOC)c([C@@H]2NC(=O)[C@H]3CCCN32)cc2ccccc12,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L107_D1,[Cu+].O=C1N[C@@H](c2cccc([C@@H]3NC(=O)[C@H]4CCCN43)c2)N2CCC[C@H]12.COC(=O)C(=[N+]=[N-])c1ccccc1,0,M4,[Cu+],L107,O=C1N[C@@H](c2cccc([C@@H]3NC(=O)[C@H]4CCCN43)c2)N2CCC[C@H]12,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L108_D1,[Cu+].C[C@H](c1ccccc1)N(C)Cc1cc2ccccc2c(-c2c(O)c(CN(C)[C@H](C)c3ccccc3)cc3ccccc23)c1O.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L108,C[C@H](c1ccccc1)N(C)Cc1cc2ccccc2c(-c2c(O)c(CN(C)[C@H](C)c3ccccc3)cc3ccccc23)c1O,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L109_D1,[Cu+].C[C@H](c1ccccc1)N(C)Cc1cc2ccccc2c(-c2c(O)c(CN(C)[C@H](C)c3ccccc3)cc3ccccc23)c1O.COC(=O)C(=[N+]=[N-])c1ccccc1,1,M4,[Cu+],L109,C[C@H](c1ccccc1)N(C)Cc1cc2ccccc2c(-c2c(O)c(CN(C)[C@H](C)c3ccccc3)cc3ccccc23)c1O,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L110_D1,[Cu+].CC[C@@H](C)[C@@H]1COC(c2cccc3c2[Si]2(CC3)CCc3cccc(C4=N[C@H]([C@H](C)CC)CO4)c32)=N1.COC(=O)C(=[N+]=[N-])c1ccccc1,1,M4,[Cu+],L110,CC[C@@H](C)[C@@H]1COC(c2cccc3c2[Si]2(CC3)CCc3cccc(C4=N[C@H]([C@H](C)CC)CO4)c32)=N1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L111_D1,[Cu+].Clc1cccc(Cl)c1/C=N/[C@H]1CCCC[C@@H]1/N=C/c1c(Cl)cccc1Cl.COC(=O)C(=[N+]=[N-])c1ccccc1,0,M4,[Cu+],L111,Clc1cccc(Cl)c1/C=N/[C@H]1CCCC[C@@H]1/N=C/c1c(Cl)cccc1Cl,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L112_D1,[Cu+].CC(CC1=N[C@@H]2c3ccccc3C[C@@H]2O1)(C1=N[C@@H]2c3ccccc3C[C@@H]2O1)C1=N[C@@H]2c3ccccc3C[C@@H]2O1.COC(=O)C(=[N+]=[N-])c1ccccc1,0,M4,[Cu+],L112,CC(CC1=N[C@@H]2c3ccccc3C[C@@H]2O1)(C1=N[C@@H]2c3ccccc3C[C@@H]2O1)C1=N[C@@H]2c3ccccc3C[C@@H]2O1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L113_D1,[Cu+].c1ccc(C[C@@H]2COC(c3cccc4c3C3(CC4)CCc4cccc(C5=N[C@H](Cc6ccccc6)CO5)c43)=N2)cc1.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L113,c1ccc(C[C@@H]2COC(c3cccc4c3C3(CC4)CCc4cccc(C5=N[C@H](Cc6ccccc6)CO5)c43)=N2)cc1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L114_D1,[Cu+].CC(C)[C@@H]1COC(c2cccc3c2C2(CC3)CCc3cccc(C4=N[C@H](C(C)C)CO4)c32)=N1.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L114,CC(C)[C@@H]1COC(c2cccc3c2C2(CC3)CCc3cccc(C4=N[C@H](C(C)C)CO4)c32)=N1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L115_D1,[Cu+].CC(C)(C)[C@@H]1COC(c2cccc3c2C2(CC3)CCc3cccc(C4=N[C@H](C(C)(C)C)CO4)c32)=N1.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L115,CC(C)(C)[C@@H]1COC(c2cccc3c2C2(CC3)CCc3cccc(C4=N[C@H](C(C)(C)C)CO4)c32)=N1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L116_D1,[Cu+].C[C@H]1C[Si]2(C[C@H](C)c3cccc(C4=N[C@H](c5ccccc5)CO4)c32)c2c(C3=N[C@H](c4ccccc4)CO3)cccc21.COC(=O)C(=[N+]=[N-])c1ccccc1,1,M4,[Cu+],L116,C[C@H]1C[Si]2(C[C@H](C)c3cccc(C4=N[C@H](c5ccccc5)CO4)c32)c2c(C3=N[C@H](c4ccccc4)CO3)cccc21,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L117_D1,[Cu+].C[C@H]1C[Si]2(C[C@H](C)c3cccc(C4=N[C@@H](c5ccccc5)CO4)c32)c2c(C3=N[C@@H](c4ccccc4)CO3)cccc21.COC(=O)C(=[N+]=[N-])c1ccccc1,1,M4,[Cu+],L117,C[C@H]1C[Si]2(C[C@H](C)c3cccc(C4=N[C@@H](c5ccccc5)CO4)c32)c2c(C3=N[C@@H](c4ccccc4)CO3)cccc21,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L118_D1,[Cu+].CC1(C)[C@@H]2Cc3cc(-c4ccccc4)[n+]([O-])c(-c4c5c(cc(-c6ccccc6)[n+]4[O-])C[C@@H]4C[C@H]5C4(C)C)c3[C@H]1C2.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L118,CC1(C)[C@@H]2Cc3cc(-c4ccccc4)[n+]([O-])c(-c4c5c(cc(-c6ccccc6)[n+]4[O-])C[C@@H]4C[C@H]5C4(C)C)c3[C@H]1C2,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L119_D1,[Cu+].CC1(C)[C@@H]2Cc3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)[n+]([O-])c(-c4c5c(cc(-c6cc(C(F)(F)F)cc(C(F)(F)F)c6)[n+]4[O-])C[C@@H]4C[C@H]5C4(C)C)c3[C@H]1C2.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L119,CC1(C)[C@@H]2Cc3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)[n+]([O-])c(-c4c5c(cc(-c6cc(C(F)(F)F)cc(C(F)(F)F)c6)[n+]4[O-])C[C@@H]4C[C@H]5C4(C)C)c3[C@H]1C2,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L120_D1,[Cu+].CC1(C)[C@@H]2Cc3cc(-c4ccc(F)cc4)[n+]([O-])c(-c4c5c(cc(-c6ccc(F)cc6)[n+]4[O-])C[C@@H]4C[C@H]5C4(C)C)c3[C@H]1C2.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L120,CC1(C)[C@@H]2Cc3cc(-c4ccc(F)cc4)[n+]([O-])c(-c4c5c(cc(-c6ccc(F)cc6)[n+]4[O-])C[C@@H]4C[C@H]5C4(C)C)c3[C@H]1C2,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L121_D1,[Cu+].COc1ccc(-c2cc3c(c(-c4c5c(cc(-c6ccc(OC)cc6)[n+]4[O-])C[C@@H]4C[C@H]5C4(C)C)[n+]2[O-])[C@H]2C[C@@H](C3)C2(C)C)cc1.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L121,COc1ccc(-c2cc3c(c(-c4c5c(cc(-c6ccc(OC)cc6)[n+]4[O-])C[C@@H]4C[C@H]5C4(C)C)[n+]2[O-])[C@H]2C[C@@H](C3)C2(C)C)cc1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L122_D1,[Cu+].CC(C)(C)c1cc2c(c(-c3c4c(cc(C(C)(C)C)[n+]3[O-])C[C@@H]3C[C@H]4C3(C)C)[n+]1[O-])[C@H]1C[C@@H](C2)C1(C)C.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L122,CC(C)(C)c1cc2c(c(-c3c4c(cc(C(C)(C)C)[n+]3[O-])C[C@@H]3C[C@H]4C3(C)C)[n+]1[O-])[C@H]1C[C@@H](C2)C1(C)C,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L123_D1,[Cu+].CC1(C)[C@@H]2Cc3cc(-c4ccco4)[n+]([O-])c(-c4c5c(cc(-c6ccco6)[n+]4[O-])C[C@@H]4C[C@H]5C4(C)C)c3[C@H]1C2.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L123,CC1(C)[C@@H]2Cc3cc(-c4ccco4)[n+]([O-])c(-c4c5c(cc(-c6ccco6)[n+]4[O-])C[C@@H]4C[C@H]5C4(C)C)c3[C@H]1C2,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L124_D1,[Cu+].CC1(C)[C@@H]2Cc3cc(-c4cccs4)[n+]([O-])c(-c4c5c(cc(-c6cccs6)[n+]4[O-])C[C@@H]4C[C@H]5C4(C)C)c3[C@H]1C2.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L124,CC1(C)[C@@H]2Cc3cc(-c4cccs4)[n+]([O-])c(-c4c5c(cc(-c6cccs6)[n+]4[O-])C[C@@H]4C[C@H]5C4(C)C)c3[C@H]1C2,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L125_D1,[Cu+].CC1(C)[C@@H]2Cc3cc(-c4ccsc4)[n+]([O-])c(-c4c5c(cc(-c6ccsc6)[n+]4[O-])C[C@@H]4C[C@H]5C4(C)C)c3[C@H]1C2.COC(=O)C(=[N+]=[N-])c1ccccc1,1,M4,[Cu+],L125,CC1(C)[C@@H]2Cc3cc(-c4ccsc4)[n+]([O-])c(-c4c5c(cc(-c6ccsc6)[n+]4[O-])C[C@@H]4C[C@H]5C4(C)C)c3[C@H]1C2,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L126_D1,[Cu+].CC1(C)[C@@H]2Cc3cc(-c4ccccc4)nc(-c4nc(-c5ccccc5)cc5c4[C@H]4C[C@@H](C5)C4(C)C)c3[C@H]1C2.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L126,CC1(C)[C@@H]2Cc3cc(-c4ccccc4)nc(-c4nc(-c5ccccc5)cc5c4[C@H]4C[C@@H](C5)C4(C)C)c3[C@H]1C2,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L127_D1,[Cu+].CC1(C)[C@@H]2Cc3cc(-c4cccs4)nc(-c4nc(-c5cccs5)cc5c4[C@H]4C[C@@H](C5)C4(C)C)c3[C@H]1C2.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L127,CC1(C)[C@@H]2Cc3cc(-c4cccs4)nc(-c4nc(-c5cccs5)cc5c4[C@H]4C[C@@H](C5)C4(C)C)c3[C@H]1C2,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L128_D1,[Cu+].Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L128,Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L129_D1,[Cu+].O=P(c1ccccc1)(c1ccccc1)c1ccc2ccccc2c1-c1c(P(=O)(c2ccccc2)c2ccccc2)ccc2ccccc12.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L129,O=P(c1ccccc1)(c1ccccc1)c1ccc2ccccc2c1-c1c(P(=O)(c2ccccc2)c2ccccc2)ccc2ccccc12,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L130_D1,[Cu+].Clc1cccc(Cl)c1/C=N/c1cccc2c1C1(CC2)CCc2cccc(/N=C/c3c(Cl)cccc3Cl)c21.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L130,Clc1cccc(Cl)c1/C=N/c1cccc2c1C1(CC2)CCc2cccc(/N=C/c3c(Cl)cccc3Cl)c21,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L131_D1,[Cu+].Clc1ccc(/C=N/c2cccc3c2C2(CC3)CCc3cccc(/N=C/c4ccc(Cl)cc4Cl)c32)c(Cl)c1.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L131,Clc1ccc(/C=N/c2cccc3c2C2(CC3)CCc3cccc(/N=C/c4ccc(Cl)cc4Cl)c32)c(Cl)c1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L132_D1,[Cu+].Clc1ccccc1/C=N/c1cccc2c1C1(CC2)CCc2cccc(/N=C/c3ccccc3Cl)c21.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L132,Clc1ccccc1/C=N/c1cccc2c1C1(CC2)CCc2cccc(/N=C/c3ccccc3Cl)c21,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L133_D1,[Cu+].COc1ccccc1/C=N/c1cccc2c1C1(CC2)CCc2cccc(/N=C/c3ccccc3OC)c21.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L133,COc1ccccc1/C=N/c1cccc2c1C1(CC2)CCc2cccc(/N=C/c3ccccc3OC)c21,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L134_D1,[Cu+].C(=N/c1cccc2c1C1(CC2)CCc2cccc(/N=C/c3ccc4ccccc4c3)c21)\c1ccc2ccccc2c1.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L134,C(=N/c1cccc2c1C1(CC2)CCc2cccc(/N=C/c3ccc4ccccc4c3)c21)\c1ccc2ccccc2c1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L135_D1,[Cu+].c1ccc([C@H]2COC(C3=N[C@@H](c4ccccc4)CO3)=N2)cc1.COC(=O)C(=[N+]=[N-])c1ccccc1,0,M4,[Cu+],L135,c1ccc([C@H]2COC(C3=N[C@@H](c4ccccc4)CO3)=N2)cc1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L136_D1,[Cu+].CC(C)(C1=N[C@H](C2CCCCC2)CO1)C1=N[C@H](C2CCCCC2)CO1.COC(=O)C(=[N+]=[N-])c1ccccc1,0,M4,[Cu+],L136,CC(C)(C1=N[C@H](C2CCCCC2)CO1)C1=N[C@H](C2CCCCC2)CO1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L137_D1,[Cu+].CC(C)[C@@H]1COC(c2cccc3c2[Si]2(C[C@@H]3C)C[C@H](C)c3cccc(C4=N[C@H](C(C)C)CO4)c32)=N1.COC(=O)C(=[N+]=[N-])c1ccccc1,1,M4,[Cu+],L137,CC(C)[C@@H]1COC(c2cccc3c2[Si]2(C[C@@H]3C)C[C@H](C)c3cccc(C4=N[C@H](C(C)C)CO4)c32)=N1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L138_D1,[Cu+].C[C@H]1C[Si]2(C[C@H](C)c3cccc(C4=N[C@H](C5CCCCC5)CO4)c32)c2c(C3=N[C@H](C4CCCCC4)CO3)cccc21.COC(=O)C(=[N+]=[N-])c1ccccc1,1,M4,[Cu+],L138,C[C@H]1C[Si]2(C[C@H](C)c3cccc(C4=N[C@H](C5CCCCC5)CO4)c32)c2c(C3=N[C@H](C4CCCCC4)CO3)cccc21,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L139_D1,[Cu+].CC[C@@H](C)[C@@H]1COC(c2cccc3c2[Si]2(C[C@@H]3C)C[C@H](C)c3cccc(C4=N[C@H]([C@H](C)CC)CO4)c32)=N1.COC(=O)C(=[N+]=[N-])c1ccccc1,1,M4,[Cu+],L139,CC[C@@H](C)[C@@H]1COC(c2cccc3c2[Si]2(C[C@@H]3C)C[C@H](C)c3cccc(C4=N[C@H]([C@H](C)CC)CO4)c32)=N1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L140_D1,[Cu+].C[C@H]1C[Si]2(C[C@H](C)c3cccc(C4=N[C@H](C(C)(C)C)CO4)c32)c2c(C3=N[C@H](C(C)(C)C)CO3)cccc21.COC(=O)C(=[N+]=[N-])c1ccccc1,1,M4,[Cu+],L140,C[C@H]1C[Si]2(C[C@H](C)c3cccc(C4=N[C@H](C(C)(C)C)CO4)c32)c2c(C3=N[C@H](C(C)(C)C)CO3)cccc21,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L141_D1,[Cu+].c1ccc(-c2cc3ccccc3c3c2Cn2ccnc2-c2nccn2Cc2c(-c4ccccc4)cc4ccccc4c2-3)cc1.COC(=O)C(=[N+]=[N-])c1ccccc1,2,M4,[Cu+],L141,c1ccc(-c2cc3ccccc3c3c2Cn2ccnc2-c2nccn2Cc2c(-c4ccccc4)cc4ccccc4c2-3)cc1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L142_D1,[Cu+].c1ccc(-c2cc3ccccc3c3c2Cn2ccnc2-c2nccn2Cc2c(-c4ccccc4)cc4ccccc4c2-3)cc1.COC(=O)C(=[N+]=[N-])c1ccccc1,-2,M4,[Cu+],L142,c1ccc(-c2cc3ccccc3c3c2Cn2ccnc2-c2nccn2Cc2c(-c4ccccc4)cc4ccccc4c2-3)cc1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L143_D1,[Cu+].Cc1cccc(C(=C=C(c2cccc(C)n2)C(C)(C)C)C(C)(C)C)n1.COC(=O)C(=[N+]=[N-])c1ccccc1,1,M4,[Cu+],L143,Cc1cccc(C(=C=C(c2cccc(C)n2)C(C)(C)C)C(C)(C)C)n1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
M4_L144_D1,[Cu+].Cc1cccc(C(=C=C(c2cccc(C)n2)C(C)(C)C)C(C)(C)C)n1.COC(=O)C(=[N+]=[N-])c1ccccc1,-1,M4,[Cu+],L144,Cc1cccc(C(=C=C(c2cccc(C)n2)C(C)(C)C)C(C)(C)C)n1,D1,COC(=O)C(=[N+]=[N-])c1ccccc1
